Data,Planta,Linha,Turno,Modelo,VIN,Pecas_Produzidas,Meta,Defeitos,Tempo_Parada_min,Operadores,Sucata_kg,Custo_R$
2025-05-07,Betim,C,2,SUV-X,VIN004026,491,473,13,46,18,"103,5","937874,04"
2025-05-07,Goiana,C,3,SUV-X,VIN004027,571,585,14,10,11,"73,8","1502001,92"
2025-01-18,Goiana,A,3,Pickup-Z,VIN004028,446,486,8,29,9,"117,7","1248517,68"
2025-03-18,Porto Real,A,3,Hatch-Y,VIN004029,676,644,6,60,9,"47,7","1718746,24"
2025-03-03,Betim,A,3,SUV-X,VIN004030,472,489,8,67,11,"66,8","1084420,21"
2025-02-15,Goiana,A,3,Hatch-Y,VIN004031,591,619,4,6,18,"47,2","1449541,74"
2025-06-27,Betim,C,1,Sedan-W,VIN004032,480,455,10,77,19,"88,2","1272123,79"
2025-03-10,Goiana,D,3,SUV-X,VIN004033,650,625,7,6,14,"15,1",1347884
2025-06-08,Porto Real,D,2,Hatch-Y,VIN004034,482,447,9,48,15,"53,1","1426988,39"
2025-06-07,Goiana,A,3,Hatch-Y,VIN004035,445,440,4,38,11,"81,6","912238,01"
2025-03-29,Betim,C,1,Hatch-Y,VIN004036,525,535,2,80,15,"53,1","1566843,96"
2025-05-16,Betim,B,1,SUV-X,VIN004037,618,644,13,41,13,"109,5","1179500,96"
2025-06-10,Betim,D,1,Pickup-Z,VIN004038,497,507,15,7,18,"79,7","1210027,02"
2025-04-02,Betim,D,1,Hatch-Y,VIN004039,476,441,9,14,14,"79,2","1422474,25"
2025-03-29,Goiana,D,2,Sedan-W,VIN004040,461,483,7,5,20,"80,4","1031726,2"
2025-03-06,Goiana,B,2,Hatch-Y,VIN004041,569,548,8,45,20,"114,3","1085461,79"
2025-05-10,Betim,A,3,Pickup-Z,VIN004042,559,586,11,8,13,"52,7","1514744,87"
2025-04-25,Goiana,C,1,Pickup-Z,VIN004043,629,604,11,45,11,"79,3","1226444,4"
2025-04-08,Betim,B,2,Hatch-Y,VIN004044,660,625,6,84,12,"99,8","1684237,74"
2025-05-27,Porto Real,C,2,Sedan-W,VIN004045,605,570,3,15,15,96,"1204106,25"
2025-05-26,Betim,A,2,Hatch-Y,VIN004046,643,641,8,73,20,73,"1688668,18"
2025-03-16,Porto Real,A,2,Sedan-W,VIN004047,548,529,0,14,15,"43,6","1085628,81"
2025-05-20,Betim,D,3,Hatch-Y,VIN004048,447,436,4,55,14,"72,6","1237601,08"
2025-05-21,Porto Real,B,1,Hatch-Y,VIN004049,491,530,2,19,13,"61,1","1568159,3"
2025-03-11,Goiana,C,1,Pickup-Z,VIN004050,507,531,2,33,10,70,"925523,39"
2025-06-02,Betim,C,2,Sedan-W,VIN004051,552,545,10,39,13,"74,3","1688552,01"
2025-06-01,Porto Real,D,2,Sedan-W,VIN004052,443,467,10,7,14,"85,5","1254213,88"
2025-03-08,Porto Real,C,3,Sedan-W,VIN004053,475,470,11,40,14,81,"1410397,53"
2025-01-26,Goiana,D,3,Sedan-W,VIN004054,562,594,6,6,18,"119,4","1355907,13"
2025-03-07,Betim,B,1,Hatch-Y,VIN004055,430,430,8,45,15,"98,9","1172914,41"
2025-04-25,Porto Real,A,2,Hatch-Y,VIN004056,591,625,13,19,15,"80,4","1502227,39"
2025-06-18,Goiana,C,2,Hatch-Y,VIN004057,527,548,2,15,9,"62,4","1482296,85"
2025-05-09,Porto Real,B,1,SUV-X,VIN004058,507,485,12,58,14,"45,4","1482581,34"
2025-04-02,Porto Real,D,3,Hatch-Y,VIN004059,490,460,14,32,17,"65,6","1417534,99"
2025-04-22,Goiana,C,2,Hatch-Y,VIN004060,530,554,4,33,18,"17,4","1465118,51"
2025-06-29,Goiana,A,2,Pickup-Z,VIN004061,579,565,8,54,12,"61,5","1205721,43"
2025-04-11,Goiana,D,3,Sedan-W,VIN004062,491,520,8,21,18,"51,4","1506414,77"
2025-03-18,Betim,B,1,SUV-X,VIN004063,539,576,12,32,14,"29,1","1238175,22"
2025-03-16,Porto Real,C,1,SUV-X,VIN004064,435,427,13,19,13,"55,6","1095719,91"
2025-04-08,Betim,D,3,Pickup-Z,VIN004065,557,587,2,21,18,"12,7","1210068,9"
2025-04-07,Porto Real,C,2,Sedan-W,VIN004066,612,622,12,79,15,107,"1155733,21"
2025-06-02,Betim,C,2,SUV-X,VIN004067,538,511,5,55,19,"58,3","1263802,14"
2025-02-28,Betim,C,2,Sedan-W,VIN004068,529,520,8,39,19,"56,9","1041719,51"
2025-01-07,Betim,A,1,Pickup-Z,VIN004069,532,522,1,69,20,"109,1","1672950,14"
2025-06-06,Goiana,B,1,Sedan-W,VIN004070,651,620,11,74,10,76,"1938411,91"
2025-05-21,Porto Real,D,3,Sedan-W,VIN004071,468,484,7,46,16,"15,8","1319278,34"
2025-06-18,Porto Real,C,2,SUV-X,VIN004072,482,483,1,34,8,"44,8","975154,88"
2025-05-24,Goiana,D,2,SUV-X,VIN004073,584,616,3,30,10,"109,9","1617306,25"
2025-05-13,Goiana,A,3,Sedan-W,VIN004074,590,563,12,54,13,"119,8","1182970,03"
2025-04-13,Porto Real,A,3,Pickup-Z,VIN004075,572,609,6,53,12,"111,4","1385541,19"
2025-01-25,Betim,B,1,Pickup-Z,VIN004076,660,628,13,58,11,"64,4","1441181,14"
2025-03-21,Goiana,D,3,SUV-X,VIN004077,470,443,14,51,14,"105,4","1230921,61"
2025-02-02,Betim,A,2,Hatch-Y,VIN004078,584,600,6,66,18,"103,5","1706313,6"
2025-05-10,Porto Real,D,2,SUV-X,VIN004079,398,435,12,52,19,"85,5","994347,82"
2025-06-05,Betim,A,1,SUV-X,VIN004080,630,642,9,70,18,30,"1348462,08"
2025-01-18,Betim,D,1,Pickup-Z,VIN004081,502,501,1,28,15,"11,6","1141157,55"
2025-05-17,Porto Real,C,2,SUV-X,VIN004082,538,530,7,36,14,"98,1","1225592,41"
2025-03-31,Betim,A,3,Sedan-W,VIN004083,571,542,7,59,18,"103,8","1097029,38"
2025-05-15,Goiana,D,1,Pickup-Z,VIN004084,675,643,3,29,15,"98,9","1642423,06"
2025-06-15,Porto Real,D,2,SUV-X,VIN004085,445,478,4,64,18,12,"1030626,4"
2025-02-28,Betim,A,1,SUV-X,VIN004086,490,520,10,16,13,"27,6","956612,04"
2025-05-22,Betim,C,3,Sedan-W,VIN004087,652,623,6,21,10,"101,6","1306066,69"
2025-02-24,Goiana,A,1,Pickup-Z,VIN004088,655,629,2,66,20,33,"1842516,3"
2025-02-06,Betim,A,2,Sedan-W,VIN004089,570,595,8,22,14,"89,4","1392428,59"
2025-03-21,Porto Real,D,3,SUV-X,VIN004090,487,479,5,40,18,"98,4","1296017,78"
2025-04-22,Betim,C,1,SUV-X,VIN004091,619,625,4,33,17,"106,5","1587310,31"
2025-02-11,Goiana,A,2,Hatch-Y,VIN004092,475,460,15,40,19,"35,1","860014,65"
2025-02-12,Goiana,C,2,Pickup-Z,VIN004093,539,545,6,58,19,92,"1021709,21"
2025-06-13,Porto Real,D,2,Hatch-Y,VIN004094,548,579,12,71,18,"68,2","1313972,05"
2025-02-28,Porto Real,D,1,Pickup-Z,VIN004095,466,477,5,83,19,"22,3","1192887,58"
2025-03-17,Goiana,B,2,Hatch-Y,VIN004096,504,542,13,64,15,"115,4","1325660,49"
2025-02-12,Goiana,B,3,Sedan-W,VIN004097,558,588,11,41,12,"15,9","1401595,22"
2025-04-01,Porto Real,C,3,Pickup-Z,VIN004098,633,638,1,86,17,"101,6","1521933,27"
2025-06-23,Betim,B,2,Hatch-Y,VIN004099,555,520,11,33,20,"79,9","1197558,91"
2025-01-09,Goiana,D,2,SUV-X,VIN004100,441,460,12,29,14,"23,8","1017382,79"
2025-03-21,Betim,C,1,SUV-X,VIN004101,596,628,2,14,19,"106,1","1433389,06"
2025-06-28,Betim,C,2,SUV-X,VIN004102,492,483,8,35,12,"8,2","1263519,51"
2025-04-05,Porto Real,D,1,Pickup-Z,VIN004103,563,593,5,43,9,"11,6","1786308,6"
2025-03-20,Porto Real,B,3,Sedan-W,VIN004104,623,594,3,66,18,"95,8","1756010,17"
2025-02-09,Betim,A,1,SUV-X,VIN004105,548,585,5,13,10,"96,3","1594705,32"
2025-05-17,Goiana,C,1,Sedan-W,VIN004106,453,479,3,15,9,"106,9","1432644,82"
2025-03-02,Betim,D,3,Sedan-W,VIN004107,547,569,2,77,14,"91,2","1538026,79"
2025-02-20,Goiana,C,2,Hatch-Y,VIN004108,639,635,0,74,14,"37,5","1466141,34"
2025-01-20,Goiana,B,1,SUV-X,VIN004109,556,558,3,39,11,"82,4","1268231,82"
2025-04-03,Goiana,D,2,Sedan-W,VIN004110,402,432,11,83,18,"82,7","911455,09"
2025-03-02,Betim,A,3,Sedan-W,VIN004111,490,520,8,59,14,"23,3","1239115,48"
2025-06-26,Porto Real,C,1,Sedan-W,VIN004112,502,529,14,82,18,"20,8","1522324,5"
2025-05-04,Goiana,B,3,Pickup-Z,VIN004113,462,438,13,11,12,"76,4","878776,9"
2025-01-18,Goiana,C,1,Pickup-Z,VIN004114,540,559,7,13,9,"13,1","1003242,61"
2025-05-22,Goiana,B,2,Hatch-Y,VIN004115,511,516,10,81,12,"42,5",1512644
2025-05-12,Betim,A,2,Pickup-Z,VIN004116,548,524,10,49,13,"113,6","1012891,6"
2025-03-14,Betim,C,1,Hatch-Y,VIN004117,470,507,14,42,20,"35,1","1412721,57"
2025-02-01,Goiana,B,1,Sedan-W,VIN004118,457,449,12,42,20,42,"1268583,29"
2025-04-03,Goiana,B,3,SUV-X,VIN004119,647,626,0,42,17,"81,5","1807382,78"
2025-04-10,Porto Real,A,2,SUV-X,VIN004120,668,643,3,38,10,"100,4","2082525,69"
2025-05-15,Porto Real,B,1,Sedan-W,VIN004121,598,611,3,75,20,"94,9","1709809,15"
2025-01-30,Goiana,B,2,Pickup-Z,VIN004122,509,494,3,71,17,"53,1","984312,63"
2025-03-03,Porto Real,B,2,Hatch-Y,VIN004123,561,580,15,70,9,"22,2","1582106,98"
2025-04-19,Goiana,A,2,SUV-X,VIN004124,564,562,12,76,10,"89,5","1583903,38"
2025-03-18,Porto Real,C,2,Hatch-Y,VIN004125,454,474,7,47,12,"43,5","1366174,32"
2025-04-18,Betim,B,3,Sedan-W,VIN004126,498,478,15,57,14,"108,3","1579384,16"
2025-01-05,Goiana,C,2,Hatch-Y,VIN004127,483,521,9,1,13,"7,5","1496089,13"
2025-02-06,Porto Real,C,2,Pickup-Z,VIN004128,606,600,15,41,20,"61,7","1276198,23"
2025-01-06,Betim,A,2,Sedan-W,VIN004129,438,429,15,40,19,"90,5","1232890,98"
2025-05-15,Betim,B,2,Sedan-W,VIN004130,609,620,0,84,11,"21,2","1793411,36"
2025-04-04,Betim,D,3,SUV-X,VIN004131,467,437,11,29,17,"27,6","883779,94"
2025-03-07,Betim,C,2,Hatch-Y,VIN004132,425,427,2,72,19,"5,6","1191295,14"
2025-06-15,Porto Real,C,3,SUV-X,VIN004133,630,615,4,90,15,"97,9","1256420,32"
2025-05-15,Betim,B,3,SUV-X,VIN004134,482,469,11,10,17,"64,4","970998,92"
2025-06-14,Porto Real,D,1,SUV-X,VIN004135,582,557,4,82,18,"106,5","1630643,58"
2025-06-04,Betim,A,3,Pickup-Z,VIN004136,489,527,3,20,13,"34,6","1494319,06"
2025-01-31,Betim,C,1,Sedan-W,VIN004137,537,537,7,53,16,"104,1","1072702,33"
2025-06-14,Goiana,C,2,Hatch-Y,VIN004138,611,643,15,14,18,99,"1815609,11"
2025-03-26,Betim,C,3,Pickup-Z,VIN004139,570,545,15,21,12,42,"1732538,42"
2025-05-30,Betim,D,3,Sedan-W,VIN004140,543,565,7,43,18,"65,4","1400438,28"
2025-02-14,Porto Real,B,1,Sedan-W,VIN004141,630,615,14,71,8,"77,1","1616756,43"
2025-02-08,Goiana,B,1,Sedan-W,VIN004142,543,531,14,81,11,25,"1178434,67"
2025-06-20,Goiana,A,2,SUV-X,VIN004143,547,562,2,67,9,"9,9","1243884,42"
2025-05-23,Porto Real,C,2,Sedan-W,VIN004144,539,525,0,0,11,"116,7","1518186,49"
2025-03-16,Goiana,D,3,Pickup-Z,VIN004145,457,426,15,62,18,"58,1","1368535,42"
2025-06-01,Porto Real,D,3,Hatch-Y,VIN004146,505,477,0,88,9,"89,8","1234569,26"
2025-06-14,Betim,C,2,Pickup-Z,VIN004147,531,497,2,74,12,"26,3","1538607,74"
2025-02-08,Betim,C,3,Sedan-W,VIN004148,383,420,1,72,10,"77,1","740526,89"
2025-02-07,Porto Real,D,2,SUV-X,VIN004149,565,546,1,4,13,"63,6","1207656,33"
2025-02-14,Betim,D,3,Sedan-W,VIN004150,576,548,15,6,13,"11,9","1822349,24"
2025-06-14,Goiana,D,1,Sedan-W,VIN004151,495,495,3,80,14,"60,5","1330672,25"
2025-01-10,Betim,A,1,Hatch-Y,VIN004152,417,420,7,67,16,"80,9","1041523,87"
2025-05-22,Porto Real,D,1,Hatch-Y,VIN004153,568,572,14,83,16,"105,1","1378091,54"
2025-02-23,Betim,A,3,Hatch-Y,VIN004154,550,543,10,55,18,"109,5","1072679,25"
2025-05-26,Porto Real,D,2,Sedan-W,VIN004155,491,488,4,67,9,"44,5","1004395,05"
2025-04-08,Porto Real,C,3,SUV-X,VIN004156,422,436,11,59,9,"32,6","1171523,68"
2025-04-12,Betim,C,1,Sedan-W,VIN004157,506,536,12,70,19,"44,3","1357030,83"
2025-02-06,Porto Real,C,3,Hatch-Y,VIN004158,407,430,11,20,20,"10,3","803942,97"
2025-04-14,Goiana,C,2,Hatch-Y,VIN004159,501,515,15,73,12,"38,6","1275643,2"
2025-03-27,Betim,C,1,SUV-X,VIN004160,568,544,15,73,19,"74,2","1604121,93"
2025-01-01,Betim,A,1,Sedan-W,VIN004161,615,587,6,23,16,"89,1","1687778,55"
2025-05-12,Goiana,A,3,Hatch-Y,VIN004162,482,468,11,41,9,"14,1","1189339,15"
2025-01-24,Betim,B,1,SUV-X,VIN004163,629,642,4,52,12,"5,1","1668316,81"
2025-05-30,Betim,B,3,Pickup-Z,VIN004164,560,577,1,14,12,"19,7","1462402,03"
2025-03-11,Porto Real,C,1,Hatch-Y,VIN004165,498,508,3,87,10,"7,9","929634,75"
2025-04-18,Goiana,D,1,Hatch-Y,VIN004166,655,625,3,40,15,"74,7","1465599,4"
2025-06-24,Goiana,C,1,SUV-X,VIN004167,489,454,6,33,20,"45,9","1013602,78"
2025-06-21,Betim,B,1,Hatch-Y,VIN004168,513,490,12,14,9,"67,7","1333090,18"
2025-04-09,Porto Real,B,3,Sedan-W,VIN004169,569,535,12,17,10,"91,2","1115669,76"
2025-01-25,Betim,D,3,Sedan-W,VIN004170,604,616,13,50,20,"22,3","1915422,7"
2025-06-10,Porto Real,C,1,Pickup-Z,VIN004171,612,604,4,90,17,"107,6","1893418,51"
2025-06-24,Goiana,B,2,Hatch-Y,VIN004172,508,507,10,25,8,"66,3","1170957,7"
2025-01-17,Betim,B,1,Sedan-W,VIN004173,488,472,10,42,19,"114,7","953291,52"
2025-04-12,Porto Real,A,2,Hatch-Y,VIN004174,551,587,13,54,16,26,"1223853,31"
2025-02-04,Betim,B,3,Hatch-Y,VIN004175,611,604,12,27,8,"21,4","1443343,42"
2025-02-11,Porto Real,D,2,Sedan-W,VIN004176,581,588,2,45,17,"110,4","1670815,94"
2025-06-29,Betim,D,3,Sedan-W,VIN004177,483,476,7,69,16,16,"1444649,25"
2025-02-18,Goiana,A,2,Sedan-W,VIN004178,540,555,14,2,14,"100,8","1567907,5"
2025-02-24,Betim,A,2,SUV-X,VIN004179,596,629,14,30,14,"92,5","1170811,35"
2025-05-13,Goiana,B,1,Hatch-Y,VIN004180,616,586,12,45,19,"13,2","1254669,67"
2025-01-31,Porto Real,B,2,Pickup-Z,VIN004181,446,449,12,77,12,"5,8","1002285,39"
2025-04-02,Goiana,B,3,Pickup-Z,VIN004182,547,541,2,21,10,"72,6","1248570,13"
2025-03-23,Betim,B,2,SUV-X,VIN004183,499,500,8,37,13,"15,3","1247615,69"
2025-05-22,Goiana,D,3,SUV-X,VIN004184,622,636,1,28,20,"23,4","1521324,17"
2025-03-13,Betim,B,3,SUV-X,VIN004185,517,487,15,33,15,"52,7","1342372,03"
2025-03-06,Porto Real,C,2,Hatch-Y,VIN004186,486,525,2,69,20,"10,4","1495946,16"
2025-05-07,Goiana,B,1,SUV-X,VIN004187,566,552,9,78,20,"50,9","1350400,95"
2025-01-06,Goiana,A,3,Sedan-W,VIN004188,593,584,13,23,19,"87,6","1832802,11"
2025-05-05,Porto Real,A,2,Sedan-W,VIN004189,598,625,2,24,15,"89,9","1908585,72"
2025-05-08,Porto Real,C,1,Sedan-W,VIN004190,587,617,3,35,11,"76,8","1589051,85"
2025-01-01,Betim,B,2,Hatch-Y,VIN004191,469,474,0,53,13,"115,3","932065,4"
2025-01-03,Porto Real,C,3,Sedan-W,VIN004192,461,465,4,28,16,"70,1","1263915,73"
2025-03-20,Goiana,C,2,SUV-X,VIN004193,518,497,5,13,17,"63,4","1434635,56"
2025-06-04,Betim,B,2,Pickup-Z,VIN004194,603,605,0,47,12,"85,4","1436134,64"
2025-03-01,Betim,C,3,Pickup-Z,VIN004195,501,518,13,65,13,"106,5",1507968
2025-05-19,Goiana,A,1,Sedan-W,VIN004196,659,634,7,57,19,"9,1","1854294,16"
2025-01-09,Betim,C,3,Hatch-Y,VIN004197,536,501,12,39,19,"102,7","1018073,05"
2025-03-29,Goiana,D,2,Hatch-Y,VIN004198,493,466,14,61,10,"29,2","1225603,36"
2025-04-04,Goiana,B,2,Pickup-Z,VIN004199,533,517,3,26,15,76,"1177068,17"
2025-05-31,Porto Real,B,2,Pickup-Z,VIN004200,474,439,2,23,15,"63,9","1221379,49"
2025-06-13,Betim,D,3,Sedan-W,VIN004201,567,578,7,45,20,"50,8","1340451,2"
2025-01-22,Betim,B,3,Pickup-Z,VIN004202,420,447,3,61,19,"100,8","920503,89"
2025-04-05,Goiana,B,2,SUV-X,VIN004203,614,636,7,82,15,"79,5","1138501,21"
2025-03-19,Goiana,D,1,Hatch-Y,VIN004204,601,584,12,24,8,"115,4","1697363,17"
2025-01-05,Goiana,B,3,SUV-X,VIN004205,477,507,13,9,9,"50,4","876972,6"
2025-03-10,Betim,B,2,Sedan-W,VIN004206,613,586,3,27,20,"35,8","1147660,74"
2025-04-27,Betim,A,3,Sedan-W,VIN004207,583,579,0,38,11,"38,9","1851799,89"
2025-06-02,Porto Real,D,3,SUV-X,VIN004208,435,462,9,23,8,"21,9","1378854,91"
2025-01-11,Porto Real,D,3,SUV-X,VIN004209,415,425,14,13,20,"117,4","900008,13"
2025-03-08,Goiana,D,1,Sedan-W,VIN004210,448,487,5,86,10,"41,3","974697,02"
2025-06-03,Goiana,A,1,Pickup-Z,VIN004211,517,485,7,0,19,"89,8","1269313,33"
2025-05-12,Porto Real,B,2,Hatch-Y,VIN004212,471,498,13,39,18,"57,2","975030,21"
2025-03-20,Goiana,B,1,Pickup-Z,VIN004213,642,637,3,35,14,"26,9","1678504,24"
2025-03-03,Porto Real,D,1,Pickup-Z,VIN004214,447,432,10,6,13,"78,5","975978,41"
2025-03-03,Betim,B,1,Pickup-Z,VIN004215,585,607,7,20,18,"52,5","1113411,12"
2025-05-13,Betim,B,1,Sedan-W,VIN004216,585,588,3,32,10,"30,2","1134715,17"
2025-05-08,Porto Real,D,3,Pickup-Z,VIN004217,517,521,1,80,19,"62,8","1165668,07"
2025-01-17,Porto Real,B,3,SUV-X,VIN004218,452,462,0,47,12,"30,6","1018546,21"
2025-04-08,Goiana,A,3,Hatch-Y,VIN004219,589,602,13,55,18,"59,7","1266841,67"
2025-04-27,Porto Real,C,2,SUV-X,VIN004220,548,533,10,6,10,"108,3","1548112,06"
2025-04-07,Porto Real,B,1,Hatch-Y,VIN004221,519,533,3,86,10,"32,6","1487031,5"
2025-06-26,Goiana,D,2,Hatch-Y,VIN004222,541,522,14,85,8,"57,2","1566019,17"
2025-01-01,Porto Real,B,3,Sedan-W,VIN004223,491,517,4,44,17,"86,7","1210245,13"
2025-03-21,Goiana,B,1,Pickup-Z,VIN004224,494,484,13,32,11,"106,5","1177215,53"
2025-01-30,Betim,B,3,Hatch-Y,VIN004225,566,539,9,40,15,"56,2","1777934,72"
2025-03-27,Porto Real,B,1,Pickup-Z,VIN004226,410,439,0,60,9,"20,8","1197134,52"
2025-04-14,Porto Real,D,1,Sedan-W,VIN004227,494,511,5,38,15,"19,8","1429989,03"
2025-02-06,Betim,C,3,SUV-X,VIN004228,442,477,14,77,12,"10,9","1257803,54"
2025-05-11,Betim,D,1,Hatch-Y,VIN004229,522,508,15,39,13,32,"1623069,15"
2025-06-29,Porto Real,C,3,Sedan-W,VIN004230,481,501,5,36,15,"105,6","884703,91"
2025-02-15,Goiana,B,1,Sedan-W,VIN004231,644,634,13,22,9,"47,1","1967046,23"
2025-05-26,Goiana,D,1,Pickup-Z,VIN004232,436,458,6,46,19,"50,3","1364220,64"
2025-04-07,Goiana,C,3,Sedan-W,VIN004233,617,647,15,16,17,"78,7","1369352,49"
2025-04-20,Porto Real,D,3,SUV-X,VIN004234,591,612,14,14,8,"83,8","1638580,83"
2025-06-23,Goiana,C,3,Hatch-Y,VIN004235,393,427,8,87,14,"81,9","839073,91"
2025-05-22,Betim,A,1,Pickup-Z,VIN004236,519,497,4,70,8,"111,5","1448347,02"
2025-04-01,Betim,C,1,Hatch-Y,VIN004237,502,517,8,31,12,67,"1421050,57"
2025-01-27,Goiana,B,1,Sedan-W,VIN004238,569,553,15,5,19,"31,1","1074510,71"
2025-05-04,Betim,B,3,Pickup-Z,VIN004239,532,521,7,71,17,"33,1","1015464,1"
2025-03-02,Betim,D,2,Sedan-W,VIN004240,535,510,4,71,18,"95,5","1248742,22"
2025-03-30,Goiana,B,2,Pickup-Z,VIN004241,458,475,4,89,19,"51,1","1259439,12"
2025-02-03,Betim,C,1,Hatch-Y,VIN004242,541,558,10,11,9,"102,6","1158440,98"
2025-02-08,Goiana,D,3,Pickup-Z,VIN004243,589,565,5,65,18,"57,2","1066145,76"
2025-01-17,Betim,A,2,Pickup-Z,VIN004244,473,443,7,22,14,"114,9","1016437,67"
2025-02-27,Porto Real,D,1,SUV-X,VIN004245,455,463,5,32,18,24,"1226249,96"
2025-06-13,Betim,A,2,Pickup-Z,VIN004246,440,437,1,45,9,"82,1","935278,08"
2025-06-25,Goiana,D,2,Hatch-Y,VIN004247,628,615,4,9,9,"105,9","1580478,86"
2025-05-12,Goiana,A,2,Pickup-Z,VIN004248,602,623,3,9,16,"74,3","1666224,39"
2025-03-15,Betim,B,2,Sedan-W,VIN004249,417,450,15,18,16,"110,2","875749,49"
2025-02-22,Porto Real,B,2,SUV-X,VIN004250,421,452,9,30,14,"112,1","1303100,36"
2025-06-12,Betim,A,1,SUV-X,VIN004251,528,545,0,28,10,"85,5","1170285,39"
2025-03-22,Porto Real,B,3,Hatch-Y,VIN004252,494,498,5,5,14,"53,1","1485040,81"
2025-02-26,Betim,C,3,SUV-X,VIN004253,444,454,4,55,16,"18,4","800630,36"
2025-05-28,Goiana,A,3,Sedan-W,VIN004254,459,447,15,31,15,"27,3","1156797,78"
2025-01-10,Porto Real,D,2,SUV-X,VIN004255,638,620,9,36,13,"35,7","1634574,37"
2025-05-22,Goiana,D,1,SUV-X,VIN004256,455,442,7,39,10,"97,6","1139151,87"
2025-01-04,Porto Real,D,3,Pickup-Z,VIN004257,615,580,6,74,15,"8,2","1263451,78"
2025-06-07,Goiana,B,3,Hatch-Y,VIN004258,474,498,10,18,9,"21,6","1428345,12"
2025-06-18,Porto Real,C,2,Hatch-Y,VIN004259,580,583,13,4,9,"27,1","1178752,2"
2025-02-23,Porto Real,D,3,Sedan-W,VIN004260,672,644,5,72,10,"49,6","1320553,95"
2025-06-08,Betim,C,3,SUV-X,VIN004261,456,435,11,9,16,"20,5","1257893,42"
2025-02-23,Betim,A,2,Sedan-W,VIN004262,595,579,5,88,10,"12,9","1768683,28"
2025-03-27,Goiana,D,2,Sedan-W,VIN004263,480,462,11,35,8,"115,8","1038748,45"
2025-02-24,Betim,C,2,SUV-X,VIN004264,525,522,15,28,18,40,"1286374,32"
2025-03-22,Porto Real,A,1,Sedan-W,VIN004265,472,486,15,87,8,"44,5","1364163,19"
2025-03-02,Porto Real,A,2,Sedan-W,VIN004266,506,518,9,44,19,"13,1","1568101,02"
2025-01-04,Betim,D,3,Sedan-W,VIN004267,511,547,10,43,15,"18,3","1493023,89"
2025-01-01,Goiana,A,1,SUV-X,VIN004268,542,529,7,63,14,"80,5","1010051,69"
2025-01-12,Porto Real,A,1,SUV-X,VIN004269,613,648,2,88,14,"6,3","1727224,16"
2025-02-22,Porto Real,C,2,SUV-X,VIN004270,516,483,8,14,14,"64,5","1624674,67"
2025-01-06,Betim,C,2,SUV-X,VIN004271,559,597,0,37,15,"28,9","1705860,76"
2025-04-08,Goiana,A,2,Pickup-Z,VIN004272,524,492,11,36,14,"116,7","1193003,7"
2025-04-29,Porto Real,A,2,SUV-X,VIN004273,527,546,8,16,14,"111,9","1345524,02"
2025-05-24,Porto Real,C,3,Sedan-W,VIN004274,578,585,15,30,20,"91,1","1668042,39"
2025-01-19,Betim,B,1,Sedan-W,VIN004275,552,573,11,9,9,"48,7","1588342,89"
2025-02-15,Betim,A,2,Sedan-W,VIN004276,632,628,0,4,16,62,"1757660,23"
2025-04-17,Betim,A,1,Sedan-W,VIN004277,590,612,8,42,12,"118,6","1149980,18"
2025-05-16,Betim,D,3,SUV-X,VIN004278,559,528,4,80,13,"11,4","1316924,7"
2025-04-30,Goiana,A,3,Sedan-W,VIN004279,578,576,9,17,9,"8,5","1595178,7"
2025-04-26,Goiana,A,3,Hatch-Y,VIN004280,602,573,11,8,10,"22,2","1569063,35"
2025-06-20,Betim,C,3,Pickup-Z,VIN004281,474,464,4,9,20,"80,4","1063284,89"
2025-04-14,Porto Real,D,1,Hatch-Y,VIN004282,448,476,9,26,9,"45,1","1373279,94"
2025-01-24,Porto Real,B,3,Hatch-Y,VIN004283,433,429,6,66,19,"22,2","1178232,03"
2025-01-12,Porto Real,B,1,Sedan-W,VIN004284,508,540,9,19,15,"98,6","1078319,84"
2025-06-01,Betim,B,2,SUV-X,VIN004285,593,575,7,20,18,"100,1","1666675,21"
2025-04-14,Goiana,D,2,Sedan-W,VIN004286,607,580,0,63,16,"18,1","1263665,05"
2025-02-11,Betim,D,3,Pickup-Z,VIN004287,508,500,2,8,11,"18,3","996575,5"
2025-02-15,Goiana,B,2,Hatch-Y,VIN004288,453,433,11,45,14,"66,9","884082,05"
2025-06-08,Goiana,A,1,Sedan-W,VIN004289,664,647,11,88,8,"26,9","2087174,46"
2025-06-16,Betim,C,3,Hatch-Y,VIN004290,602,568,3,22,11,"6,9","1266733,28"
2025-06-22,Goiana,D,1,SUV-X,VIN004291,497,468,9,30,13,"25,2","1334435,94"
2025-04-23,Porto Real,D,2,Pickup-Z,VIN004292,390,421,4,79,17,"102,6","703181,15"
2025-06-09,Goiana,A,2,Pickup-Z,VIN004293,485,517,1,28,11,"108,9","1275899,13"
2025-03-10,Porto Real,D,1,Pickup-Z,VIN004294,509,488,3,72,18,"113,4","1344550,69"
2025-05-15,Porto Real,A,3,SUV-X,VIN004295,563,563,9,31,9,"12,5","1628049,62"
2025-03-30,Goiana,A,2,Pickup-Z,VIN004296,474,456,10,20,16,"26,2",1405799
2025-06-20,Goiana,B,1,SUV-X,VIN004297,576,597,13,15,20,"41,3","1232069,25"
2025-06-09,Betim,B,2,SUV-X,VIN004298,532,551,14,49,16,9,"1438856,89"
2025-03-17,Porto Real,D,2,SUV-X,VIN004299,547,565,11,20,18,"112,1","1612279,32"
